Blade1Region1,Blade1Region2,Blade1Region3,Blade1Region4,Blade1Region5,Blade1Region6,Blade2Region1,Blade2Region2,Blade2Region3,Blade2Region4,Blade2Region5,Blade2Region6,Blade3Region1,Blade3Region2,Blade3Region3,Blade3Region4,Blade3Region5,Blade3Region6,TurbineAgeClass
9.6088012e-34,4.6195017e-07,0.00014770651,0.00029255655,0.0046081229,0.00314113,1.0334221e-33,4.3609625e-07,0.00012846653,0.00031494473,0.0048447504,0.0029257804,1.0385777e-33,4.8439641e-07,0.00015525657,0.00032062984,0.00504261,0.0029975955,1.5
1.7309096e-10,0.0099161163,0.0022341531,0.0076564725,0.006617129,0.0083740308,1.5943631e-10,0.0092149244,0.0022697077,0.0074648161,0.0073947048,0.0079965346,1.4902253e-10,0.0099165614,0.0021911262,0.0078726938,0.0068889871,0.0074976441,1.5
1.0858265e-25,1.1463636e-05,0.0004894023,0.00045573876,0.00028687095,0.021460444,1.1789012e-25,1.2488461e-05,0.00048271746,0.00047591761,0.00030308116,0.020021858,1.1383282e-25,1.2295156e-05,0.00046702017,0.00046499638,0.00028202773,0.021603682,1.5
1.1115983e-07,1.8644048e-14,0.0012968716,0.0034887341,0.0052623585,0.0051303561,1.1508642e-07,1.8003536e-14,0.0011512444,0.0035584188,0.0051762463,0.0053681454,1.1691975e-07,1.7625087e-14,0.0012791479,0.0032761142,0.005132704,0.0058016011,1.5
2.3244412e-05,2.7990716e-11,0.010326322,0.011156503,0.013746105,0.015358179,2.1767067e-05,2.995442e-11,0.011555169,0.010948813,0.01398614,0.015442976,2.166588e-05,2.9588982e-11,0.011098189,0.0099925276,0.013723758,0.016595839,1.5
1.0403539e-07,0.0024769395,0.0025144631,0.0013955668,0.0052713885,0.020753854,1.0091643e-07,0.0023586967,0.0023596409,0.0016323721,0.0049861357,0.020024924,9.455771e-08,0.0025982896,0.0024430522,0.0015291213,0.0049720307,0.020417489,1.5
2.454402e-18,4.4853079e-06,7.6462772e-06,0.0054526246,0.00038102314,0.019728881,2.4465025e-18,4.3371255e-06,7.7607873e-06,0.0052785493,0.00042256656,0.021889114,2.5560867e-18,4.5794655e-06,7.8667884e-06,0.0054963099,0.00038548594,0.020671085,1.5
2.8252998e-09,0.00073314224,0.00098142525,0.00023922675,0.017268745,0.0026322258,3.0117696e-09,0.00070623075,0.00091326989,0.00025277058,0.017629026,0.0025111183,2.900141e-09,0.00075817293,0.00093175708,0.00027789213,0.019648432,0.0024214468,1.5
0.001530013,3.1775717e-07,0.00077617307,0.00057029275,0.0088499173,0.010181338,0.0015804521,2.8248998e-07,0.00082378839,0.00058322473,0.0083112374,0.0094695561,0.001569368,2.6030949e-07,0.00078371174,0.00058091057,0.0081246343,0.011488136,1.5
2.1243118e-27,1.3326951e-05,0.0024893841,0.00034619065,0.0045758785,0.021024768,2.0893165e-27,1.2233022e-05,0.0025715621,0.00033436474,0.004446134,0.02057726,2.0441484e-27,1.313724e-05,0.0024916001,0.00030852113,0.0039007924,0.021515731,1.5
9.4328669e-20,0.005485305,0.00071522264,0.0021233615,0.0031918156,0.0060563392,9.7269913e-20,0.0052648645,0.00064218733,0.0021171167,0.0032668714,0.0063751912,9.7560791e-20,0.0055219877,0.00066931445,0.0021170918,0.002878406,0.0063559869,1.5
8.9108543e-09,4.8752496e-06,0.0056782379,0.0001979005,0.003541769,0.012880304,8.7216309e-09,5.0967111e-06,0.0059419231,0.00020056145,0.0033870638,0.012545419,9.1366463e-09,4.9278414e-06,0.0057777164,0.00019338779,0.0033595073,0.012152542,1.5
7.5677648e-44,2.4348399e-05,0.00025188179,0.00017896141,0.013342742,0.004219779,7.7754276e-44,2.2167767e-05,0.0002354786,0.00019850454,0.013196404,0.0042593622,7.7668316e-44,2.2872303e-05,0.00023395196,0.00018566141,0.01259469,0.0042928203,1.5
2.5791274e-08,0.00085556073,0.0014057126,0.014751257,0.0059203974,0.0036033904,2.6282094e-08,0.00084864671,0.0013875436,0.016167287,0.0056424437,0.0036634561,2.3532976e-08,0.00082758507,0.0014831771,0.015887989,0.0057727698,0.0034492297,1.5
1.0295446e-67,1.5051799e-08,2.0046988e-05,0.0063973936,0.004205119,0.011619131,9.1667554e-68,1.506168e-08,2.1034206e-05,0.0069323719,0.0043845617,0.011456439,1.0041965e-67,1.5866565e-08,2.205463e-05,0.0069023675,0.0043959028,0.011907672,1.5
0.00017980078,0.0020616716,1.0414177e-05,0.00070796479,0.0017637674,0.0074468546,0.00016697005,0.0024311538,9.9923938e-06,0.00070690491,0.0017835408,0.0078491577,0.00019233181,0.0022943573,1.0370712e-05,0.00073429931,0.0017033404,0.0072392325,1.5
0.0012611957,3.8019624e-10,0.0043653534,0.0013267116,0.001951145,0.0052315492,0.0013275794,3.6197817e-10,0.0040192521,0.0012670193,0.0019047238,0.005761725,0.0012317242,4.0851195e-10,0.0044112502,0.0012967043,0.001893278,0.0047143431,1.5
4.7286174e-46,4.143028e-08,0.0079596166,0.0012029947,0.00082722675,0.013282161,5.1822935e-46,4.0281941e-08,0.0076787858,0.0011777417,0.00085763729,0.014158323,4.8328273e-46,4.5875626e-08,0.0077947972,0.0012551278,0.00090184358,0.014576168,1.5
6.9862189e-11,1.911412e-06,0.00028411894,0.010899948,0.0031661415,0.0063252858,7.8320859e-11,2.1554062e-06,0.00028174945,0.011141742,0.0032579987,0.0063823107,7.506269e-11,2.2199912e-06,0.00030647369,0.011101745,0.00309444,0.0068474529,1.5
1.9193099e-09,0.0010817601,0.00017453853,0.018230331,0.0050711045,0.034519296,1.8088196e-09,0.0011144823,0.00016076924,0.019059034,0.0049792451,0.03423052,1.9274302e-09,0.0011527631,0.00017519576,0.018507941,0.0050625649,0.034173928,1.5
1.0685036e-06,0.0045240146,0.0050451365,0.00013916138,0.015206288,0.015673086,1.2127762e-06,0.0040454917,0.0051405482,0.00014442485,0.015476106,0.016040294,1.2786707e-06,0.0044894307,0.0045750903,0.00013022566,0.014889058,0.014867301,1.5
7.4381051e-06,0.00018894869,0.00014209193,0.0016800538,0.0076426266,0.0079081902,7.4046832e-06,0.00019198096,0.00013311198,0.0016659572,0.0071837971,0.008969658,7.794896e-06,0.00021324345,0.00014301523,0.0018557179,0.0072689198,0.0078884847,1.5
1.7069839e-17,2.3897925e-05,0.0013578868,0.00039971605,0.007418142,0.02656939,1.5624721e-17,2.6014433e-05,0.0013182831,0.00039986394,0.0079257794,0.026147949,1.5589395e-17,2.411413e-05,0.00138967,0.000380064,0.0084234348,0.024777625,1.5
0.00040267752,0.0017197108,0.0063634957,0.0025556759,0.0031149116,0.0087838504,0.00041527087,0.0016141949,0.0056052824,0.0027810897,0.0028173458,0.00850473,0.00042130816,0.0018602294,0.0058523485,0.002786713,0.0029825751,0.0089406417,1.5
0.00064097395,5.8420191e-07,2.1459431e-07,0.00061418264,0.0098269135,0.009264521,0.00065776825,6.0140848e-07,2.0966791e-07,0.00064657038,0.0097746517,0.010112721,0.00063893839,5.6401489e-07,1.9430756e-07,0.00059337933,0.010468401,0.0091467412,1.5
9.4898303e-32,0.00030179005,0.011223531,0.0042872802,0.0049159975,0.010822073,1.0197304e-31,0.00033891741,0.012150157,0.0041087983,0.00521292,0.010154378,9.5934739e-32,0.00031981394,0.012482301,0.0046251157,0.0048113809,0.0096887882,1.5
1.5644485e-23,6.8218903e-06,0.00015973247,0.0054513946,0.0080099604,0.004598057,1.4034406e-23,6.6820678e-06,0.00015222286,0.0051807444,0.0085749811,0.0046197624,1.4766356e-23,6.7359042e-06,0.00015571795,0.0052598125,0.0076961206,0.0040993008,1.5
1.2727432e-22,0.00038451449,0.00015347335,0.005044519,0.004055367,0.0032441149,1.1994677e-22,0.00040246615,0.0001519656,0.005285162,0.003698556,0.0035500924,1.1744021e-22,0.0003805147,0.00014141222,0.0050039415,0.0040521822,0.0034521071,1.5
1.9105874e-32,2.8493063e-05,0.00026661765,0.013630938,0.012985011,0.0078175093,1.963207e-32,3.3557293e-05,0.00028427501,0.013794236,0.011884937,0.0078099761,2.0522918e-32,3.1644647e-05,0.00026557417,0.012899423,0.01250061,0.0081051083,1.5
7.560111e-15,2.2999881e-07,0.00052428708,0.00095820008,0.0037582275,0.0056039148,7.2790924e-15,2.2163739e-07,0.00050411922,0.00095331946,0.0035898431,0.00575872,7.4127271e-15,2.2174062e-07,0.00051569087,0.00085598667,0.0036955225,0.0059377853,1.5
4.0377297e-06,0.0019661817,0.0043729131,8.757387e-05,0.002873421,0.0029864882,4.5600655e-06,0.0018584566,0.0039396722,9.0251364e-05,0.0030610996,0.0030144234,4.9364642e-06,0.0019078777,0.0041942422,7.9652932e-05,0.00291008,0.00298669,1.5
6.2222608e-06,0.00010324667,0.0012901343,0.0011674118,0.0091341018,0.0040598984,6.4393159e-06,9.7698365e-05,0.001537533,0.0012094548,0.0091384156,0.0040704173,6.5576333e-06,9.9224058e-05,0.0015902682,0.0012947236,0.010015598,0.0039530994,1.5
2.5176719e-75,0.0002669894,0.0035513785,0.0069192173,0.0029625301,0.011652337,2.3970747e-75,0.00026795051,0.0036696433,0.0075271334,0.0028258082,0.011471455,2.4617365e-75,0.0002429455,0.0035703839,0.0070366709,0.0026502437,0.01049775,1.5
3.7499988e-14,4.7857729e-05,5.9187492e-06,0.008967658,0.0074840611,0.002133155,3.7432565e-14,4.5495121e-05,6.6785762e-06,0.009152549,0.0070294786,0.0017707053,3.7101898e-14,4.5555146e-05,5.3726819e-06,0.0076414135,0.007171567,0.0019771892,1.5
0.00019184769,8.1120012e-07,0.0088045786,0.00011419429,0.0084436028,0.0030042701,0.00023003601,7.1074858e-07,0.0086475268,0.00010826798,0.0088880656,0.0029492887,0.00020710486,8.8548703e-07,0.0092210646,0.00012468349,0.0079272438,0.0029648923,1.5
2.9672762e-15,0.00077597689,0.001542033,0.012999269,0.0049449255,0.0038625848,3.1737573e-15,0.00078719831,0.0016001101,0.014959079,0.0050499191,0.0039566707,2.7640605e-15,0.00081972623,0.001444934,0.012877739,0.0053969032,0.0042442271,1.5
1.502367e-09,0.00012274939,0.0017936276,0.0019501005,0.0062872026,0.0012860533,1.5587097e-09,0.00012912975,0.0019174594,0.001939354,0.0064112576,0.0012213569,1.4398917e-09,0.00013065637,0.0017102404,0.0022209527,0.0064884446,0.0013038377,1.5
1.096426e-09,3.8019126e-05,0.0001599133,0.0041088683,0.0076483322,0.0060037243,1.0481339e-09,3.9332897e-05,0.00015901181,0.0047644685,0.0069331628,0.0064688624,1.0180062e-09,3.6795634e-05,0.00018413933,0.0047322026,0.0066722329,0.0068325747,1.5
3.254554e-16,3.9414688e-05,0.00054739035,0.012116385,0.011400574,0.0036096305,2.9956445e-16,3.6769128e-05,0.00056497876,0.011379915,0.010608681,0.0032434684,3.318422e-16,3.9811733e-05,0.0005617605,0.012215246,0.011725253,0.0034384137,1.5
1.2583131e-96,8.8179622e-05,4.8628167e-05,0.0025366619,0.00877142,0.0012461221,1.1597399e-96,8.1257931e-05,5.2938106e-05,0.0024833,0.011282081,0.0011334721,1.1443925e-96,9.0783861e-05,5.0776323e-05,0.0026216249,0.0097556591,0.0013474742,1.5
