Blade1Region1,Blade1Region2,Blade1Region3,Blade1Region4,Blade1Region5,Blade1Region6,Blade2Region1,Blade2Region2,Blade2Region3,Blade2Region4,Blade2Region5,Blade2Region6,Blade3Region1,Blade3Region2,Blade3Region3,Blade3Region4,Blade3Region5,Blade3Region6,TurbineAgeClass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0598907e-07,5.4686858e-05,0.00073051461,0.0006938211,0.01086841,0.0010994392,3.1807975e-07,6.1306301e-05,0.00076567848,0.00064976883,0.01156036,0.0010641599,3.0940043e-07,6.2159955e-05,0.00071353332,0.00068479817,0.011106671,0.0012389388,1.5
0.00016371604,4.9550606e-08,4.9229944e-05,0.0052125309,0.010414411,0.0118557,0.00014958532,4.6249464e-08,5.1643657e-05,0.0049286084,0.010467818,0.010828636,0.0001818592,4.6303136e-08,5.1860147e-05,0.0048990327,0.0099480718,0.010727786,1.5
6.2903164e-13,9.4855157e-10,0.00058663619,0.0013489074,0.0066705689,0.010713095,6.1403045e-13,9.6953394e-10,0.00060036619,0.0014201252,0.0075694467,0.011135819,6.2390773e-13,9.648509e-10,0.0006257429,0.0011995601,0.0073666512,0.010946382,1.5
6.3738692e-09,0.00029684723,0.0014916969,0.00087337724,0.01143332,0.0030064053,6.276671e-09,0.00032077273,0.0017105431,0.00083589104,0.010538179,0.002743573,6.2045383e-09,0.00029921702,0.0015560971,0.00076879985,0.010173251,0.0027900227,1.5
4.6842264e-18,6.6059731e-05,2.7488131e-05,0.00093741301,0.0028313613,0.0050319126,4.6645089e-18,6.5939169e-05,2.4676425e-05,0.00095831685,0.002938485,0.0047247168,4.0631017e-18,6.3649595e-05,2.5789688e-05,0.001052357,0.0028844848,0.0044280025,1.5
1.7933309e-07,6.7133581e-12,2.1506872e-05,0.0034378311,0.030306966,0.016426415,1.7379469e-07,7.4868864e-12,2.3406287e-05,0.0033309719,0.031478498,0.016584107,1.8007398e-07,7.0880587e-12,2.34797e-05,0.003593061,0.029769645,0.016497887,1.5
0.0053015831,3.711871e-07,4.4439931e-05,0.0019855224,0.0020420209,0.013373587,0.0054428996,3.9500845e-07,4.37537e-05,0.0019284912,0.0021671658,0.012162458,0.0053556896,3.8919404e-07,4.5955367e-05,0.0017242998,0.0022013812,0.012842177,1.5
3.0003978e-20,2.2536057e-09,0.0094070728,0.0059013986,0.0035480247,0.0025920779,2.6741231e-20,2.2759284e-09,0.010054173,0.0066802563,0.0036244918,0.0028171915,2.8895969e-20,2.2148996e-09,0.010366917,0.0067547247,0.0034836252,0.0026933526,1.5
1.1270601e-16,4.7586667e-07,2.1329581e-07,0.00082524628,0.0045380673,0.0072984115,1.117085e-16,4.8345359e-07,2.3815583e-07,0.00078734569,0.0045285345,0.0073735479,1.1719912e-16,4.6824284e-07,2.2555347e-07,0.00081878644,0.0038812914,0.0073218079,1.5
3.2997443e-05,0.0023213945,0.011113192,0.01413816,0.0010436276,0.0039123702,3.6375147e-05,0.0024834956,0.010269452,0.014654699,0.0010205031,0.0039984009,3.7334631e-05,0.0024589746,0.010988028,0.014989782,0.0010330814,0.0038758842,1.5
9.4139629e-13,6.5124406e-06,0.0004248865,0.0029651982,0.0098426713,0.014418964,1.0246288e-12,6.2808405e-06,0.00040106386,0.0027689222,0.0087188739,0.014188422,1.0649266e-12,6.292739e-06,0.00041639277,0.0032682308,0.0096188525,0.01426318,1.5
1.5831621e-11,3.1806609e-05,0.00051817494,0.010719276,0.012386678,0.0081881588,1.5970459e-11,3.2660363e-05,0.00052992289,0.010622291,0.012040122,0.0083284662,1.7087848e-11,3.1125897e-05,0.00052805655,0.0098337836,0.01184017,0.0078970184,1.5
0.0053114588,0.00039681029,1.9676061e-05,0.019659635,0.0009598678,0.0023589446,0.0045217607,0.00040277048,2.0939376e-05,0.022561953,0.00089997677,0.0025017652,0.004439546,0.0004005431,2.0689921e-05,0.021759803,0.00092936043,0.0025656071,1.5
4.5776316e-11,0.00018164237,0.00064819326,0.001389702,0.0027899994,0.0084527821,4.2670605e-11,0.00019413382,0.00067917529,0.0013643672,0.002604762,0.0086937665,4.5926588e-11,0.00017228321,0.00069079887,0.0013832471,0.0025284883,0.0082871264,1.5
1.5074106e-10,2.421675e-11,0.0016719893,0.01195681,0.0025991901,0.019615495,1.3675267e-10,2.693804e-11,0.0016749961,0.013032432,0.0024665913,0.018638295,1.5400869e-10,2.5343158e-11,0.0016982364,0.011903053,0.0026726278,0.018365636,1.5
0.00068395235,0.00017757862,0.00021537048,3.2914758e-05,0.0014844945,0.0078823115,0.00075968671,0.00018354038,0.00026795501,3.4526919e-05,0.0015897868,0.0083694005,0.00070779523,0.00017525101,0.00024888271,3.1926104e-05,0.0015048829,0.008181778,1.5
7.9189613e-17,4.0849768e-05,7.4015643e-05,0.0094950225,0.01069307,0.0076514672,9.2383688e-17,3.7791634e-05,7.0652372e-05,0.010059405,0.010119234,0.0074609083,8.8254848e-17,3.9445721e-05,7.7803136e-05,0.010001186,0.010677488,0.0074886284,1.5
1.5480986e-05,2.2815805e-06,0.0093705391,0.01479805,0.0037183153,0.024918341,1.6239693e-05,2.1813186e-06,0.0090534846,0.01521592,0.0040157132,0.025780612,1.5204495e-05,2.3623422e-06,0.0086351387,0.014167764,0.0038173577,0.024721499,1.5
1.5505856e-16,3.840003e-06,0.00020468654,0.0029693589,0.002313418,0.0070360742,1.4975838e-16,3.1996704e-06,0.00020276956,0.0029320068,0.0022579355,0.0067338682,1.5486925e-16,3.1802902e-06,0.00018806381,0.0029958067,0.0022923731,0.0074438512,1.5
2.046193e-36,2.8912261e-05,0.00046990593,0.010688514,0.0050219558,0.011535953,2.0751165e-36,2.3870479e-05,0.00040883968,0.011154538,0.0052812312,0.012277272,1.8409785e-36,2.5725483e-05,0.0004204218,0.010395386,0.0052586689,0.012202784,1.5
1.66007e-10,6.1427592e-07,4.9341462e-05,2.1406698e-05,0.0067170316,0.011007151,1.4049198e-10,5.9583864e-07,5.1950099e-05,2.176535e-05,0.0063637171,0.010425086,1.5397995e-10,6.2176074e-07,4.7837355e-05,2.2365991e-05,0.0074136772,0.011256789,1.5
4.8959466e-15,2.1182079e-08,0.0010220114,0.00067613091,0.0029624838,0.024671431,5.0725991e-15,2.3021274e-08,0.00097732101,0.00062460032,0.0027738325,0.024981173,5.1905694e-15,2.3962659e-08,0.001014458,0.0006533013,0.003029055,0.024805499,1.5
1.6699796e-13,0.0025519388,0.0038664172,0.00068401951,0.0057897638,0.0033111225,1.7514101e-13,0.0025886166,0.004019962,0.00076780463,0.005669485,0.0031381306,1.6457638e-13,0.0024410217,0.0038324187,0.00064782526,0.0052931234,0.0032772074,1.5
2.1021166e-16,0.001667028,0.00053908926,0.00060479125,0.0063070701,0.018737495,2.1684603e-16,0.0016023817,0.00053420943,0.00064671787,0.0062642698,0.017794801,2.1896871e-16,0.0016803212,0.00051857479,0.00058571966,0.0062949212,0.017580913,1.5
1.351835e-28,9.2143884e-09,0.0033431306,0.0022098964,0.0081472753,0.003794225,1.1759821e-28,9.780687e-09,0.003216308,0.0024880418,0.0069474946,0.0036951148,1.1643976e-28,9.3675852e-09,0.0028611403,0.0022601977,0.0079446231,0.0035687109,1.5
2.2195102e-37,1.7247417e-05,0.0018220901,0.007420686,0.0047973045,0.015050033,2.1907294e-37,1.813049e-05,0.001821069,0.0079346271,0.0050197809,0.014809751,2.1262481e-37,1.8569254e-05,0.001666145,0.0077394721,0.0053113833,0.014781369,1.5
4.1113847e-15,0.0001685164,1.9713498e-05,0.0026432098,0.016688914,0.0082775797,4.4870879e-15,0.00016907212,2.1440115e-05,0.0025310308,0.016239302,0.0077965238,4.3563671e-15,0.00016810698,2.0894478e-05,0.0027611935,0.016808802,0.0081713716,1.5
0.00065333428,3.3367879e-05,3.96066e-05,0.0041420891,0.0013439969,0.013207874,0.00057484373,3.3012427e-05,3.6491467e-05,0.0043597989,0.0012281472,0.011874075,0.00060100714,3.2915319e-05,3.7186555e-05,0.004219211,0.0012944597,0.013559065,1.5
8.3523669e-39,0.00078643879,0.0044693987,0.0067576355,0.0092957868,0.0094103137,8.2984986e-39,0.00083402393,0.0047090555,0.0071112897,0.0099216798,0.0090107155,8.93859e-39,0.0008298008,0.0044173563,0.0065588526,0.0097871793,0.0098304591,1.5
1.4251376e-05,0.0043191634,0.0001350198,0.0021063378,0.0032250164,0.0032189557,1.3936707e-05,0.0044427869,0.0001353891,0.0022588785,0.0028859344,0.0036536074,1.4345477e-05,0.004891691,0.00013843872,0.0022395781,0.0031885957,0.0033504659,1.5
1.2399335e-08,4.3554607e-05,0.00010999204,0.0089920967,0.011593879,0.024758747,1.3645164e-08,3.8245429e-05,0.00011882156,0.0094527243,0.010943268,0.022934358,1.3004287e-08,3.9322047e-05,0.00011210064,0.0091633857,0.010473121,0.023380228,1.5
1.6967308e-11,2.7407228e-09,0.00024972008,0.014232466,0.0078638109,0.018297049,1.9213856e-11,2.7493626e-09,0.0002210409,0.013996178,0.0084648683,0.019764599,1.7586502e-11,2.7349917e-09,0.00023427987,0.012486879,0.0091636608,0.018760606,1.5
